324-00020	2017/07/07	2
324-00020	2017/07/08	2
324-00020	2017/07/10	1
324-00020	2017/07/12	2
324-00020	2017/07/13	2
324-00020	2017/07/14	5
324-00020	2017/07/15	3
324-00020	2017/07/17	4
324-00020	2017/07/18	2
324-00020	2017/07/20	2
324-00020	2017/07/21	1
324-00020	2017/07/22	3
324-00020	2017/07/25	1
324-00020	2017/07/26	3
324-00020	2017/07/27	4
324-00020	2017/08/02	2
324-00020	2017/08/03	3
324-00020	2017/08/04	4
324-00020	2017/08/05	2
324-00020	2017/08/07	1
324-00020	2017/08/08	4
324-00020	2017/08/09	2
324-00020	2017/08/11	1
324-00020	2017/08/14	4
324-00020	2017/08/15	4
324-00020	2017/08/17	1
324-00020	2017/08/18	2
324-00020	2017/08/22	3
324-00020	2017/08/24	3
324-00020	2017/08/25	1
324-00020	2017/08/28	5
324-00020	2017/08/29	5
324-00020	2017/08/30	3
324-00020	2017/08/31	1
324-00020	2017/09/02	1
324-00020	2017/09/04	1
324-00020	2017/09/06	2
324-00020	2017/09/07	1
324-00020	2017/09/09	3
324-00020	2017/09/11	2
324-00020	2017/09/14	1
324-00020	2017/09/18	4
324-00020	2017/09/23	2
324-00020	2017/09/26	1
324-00020	2017/09/27	1
324-00020	2017/09/29	2
324-00020	2017/10/02	1
324-00020	2017/10/03	1
324-00020	2017/10/04	2
324-00020	2017/10/05	1
324-00020	2017/10/06	2
324-00020	2017/10/07	1
324-00020	2017/10/09	3
324-00020	2017/10/12	1
324-00020	2017/10/14	1
324-00020	2017/10/16	1
324-00020	2017/10/17	1
324-00020	2017/10/18	2
324-00020	2017/10/21	2
324-00020	2017/10/25	1
324-00020	2017/10/26	1
324-00020	2017/10/28	5
324-00020	2017/10/30	1
324-00020	2017/11/08	2
324-00020	2017/11/11	1
324-00020	2017/11/13	2
324-00020	2017/11/14	1
324-00020	2017/11/18	1
324-00020	2017/12/04	3
324-00020	2017/12/12	2
324-00020	2017/12/14	1
324-00020	2017/12/16	3
324-00020	2017/12/19	2
324-00020	2017/12/20	5
324-00020	2017/12/22	1
324-00020	2017/12/27	3
324-00020	2017/12/29	6
324-00020	2018/01/03	4
324-00020	2018/01/05	4
324-00020	2018/01/10	2
324-00020	2018/01/11	2
324-00020	2018/01/12	1
324-00020	2018/01/13	2
324-00020	2018/01/19	2
324-00020	2018/01/22	7
324-00020	2018/01/24	4
324-00020	2018/01/25	2
324-00020	2018/01/26	1
324-00020	2018/01/27	1
324-00020	2018/01/30	1
324-00020	2018/01/31	1
324-00020	2018/02/05	1
324-00020	2018/02/06	2
324-00020	2018/02/14	2
324-00020	2018/02/17	2
324-00020	2018/02/19	1
324-00020	2018/02/22	1
324-00020	2018/02/23	1
324-00020	2018/02/26	1
324-00020	2018/02/28	2
324-00020	2018/03/01	1
324-00020	2018/03/19	2
324-00020	2018/03/22	1
324-00020	2018/03/23	1
324-00020	2018/03/24	1
324-00020	2018/03/30	5
324-00020	2018/03/31	1
324-00020	2018/04/02	2
324-00020	2018/04/04	1
324-00020	2018/04/06	1
324-00020	2018/04/09	3
324-00020	2018/04/11	2
324-00020	2018/04/17	1
324-00020	2018/05/04	1
324-00020	2018/05/05	1
324-00020	2018/05/10	2
324-00020	2018/05/17	3
324-00020	2018/05/18	2
324-00020	2018/05/19	3
324-00020	2018/05/21	2
324-00020	2018/05/23	4
324-00020	2018/05/25	1
324-00020	2018/05/26	9
324-00020	2018/05/30	2
324-00020	2018/06/01	3
324-00020	2018/06/04	3
324-00020	2018/06/06	2
324-00020	2018/06/07	3
324-00020	2018/06/08	2
324-00020	2018/06/09	1
324-00020	2018/06/12	1
324-00020	2018/06/13	1
324-00020	2018/06/15	1
324-00020	2018/06/16	1
324-00020	2018/06/18	2
324-00020	2018/06/19	2
324-00020	2018/06/20	4
324-00020	2018/06/21	3
324-00020	2018/06/22	2
324-00020	2018/06/23	1
324-00020	2018/06/25	3
324-00020	2018/06/26	2
324-00020	2018/06/27	1
324-00020	2018/06/28	1
324-00020	2018/06/30	1
324-00020	2018/07/02	1
324-00020	2018/07/03	3
324-00020	2018/07/06	2
324-00020	2018/07/11	4
324-00020	2018/07/12	2
324-00020	2018/07/13	2
324-00020	2018/07/17	2
324-00020	2018/07/19	1
324-00020	2018/07/20	1
324-00020	2018/07/21	1
324-00020	2018/07/23	2
324-00020	2018/07/24	2
324-00020	2018/07/30	1
324-00020	2018/07/31	2
324-00020	2018/08/01	4
324-00020	2018/08/02	1
324-00020	2018/08/03	2
324-00020	2018/08/08	2
324-00020	2018/08/16	1
324-00020	2018/08/17	3
324-00020	2018/08/20	2
324-00020	2018/08/25	1
324-00020	2018/08/27	1
324-00020	2018/08/28	1
324-00020	2018/08/29	1
324-00020	2018/09/02	4
324-00020	2018/09/05	3
324-00020	2018/09/06	2
324-00020	2018/09/07	2
324-00020	2018/09/10	2
324-00020	2018/09/11	2
324-00020	2018/09/12	3
324-00020	2018/09/13	2
324-00020	2018/09/14	3
324-00020	2018/09/17	2
324-00020	2018/09/18	1
324-00020	2018/09/20	2
324-00020	2018/09/21	2
324-00020	2018/09/22	2
324-00020	2018/09/24	2
324-00020	2018/10/02	2
324-00020	2018/10/03	2
324-00020	2018/10/06	1
324-00020	2018/10/08	1
324-00020	2018/10/09	2
324-00020	2018/10/12	2
324-00020	2018/10/15	1
324-00020	2018/10/18	5
324-00020	2018/10/19	4
324-00020	2018/10/25	2
324-00020	2018/10/26	1
324-00020	2018/10/30	1
324-00020	2018/11/01	1
324-00020	2018/11/02	2
324-00020	2018/11/06	2
324-00020	2018/11/21	1
324-00020	2018/11/24	1
324-00020	2018/11/27	2
324-00020	2018/11/29	3
324-00020	2018/12/01	4
324-00020	2018/12/08	2
324-00020	2018/12/27	2
324-00020	2018/12/31	1
324-00020	2019/01/05	1
324-00020	2019/01/12	3
324-00020	2019/01/14	1
324-00020	2019/01/17	1
324-00020	2019/01/25	1
324-00020	2019/01/27	2
324-00020	2019/01/29	1
324-00020	2019/01/30	4
324-00020	2019/02/13	3
324-00020	2019/02/15	2
324-00020	2019/02/23	4
324-00020	2019/03/02	1
324-00020	2019/03/06	1
324-00020	2019/03/08	3
324-00020	2019/03/09	5
324-00020	2019/03/11	1
324-00020	2019/03/12	5
324-00020	2019/03/13	1
324-00020	2019/03/14	1
324-00020	2019/03/25	4
324-00020	2019/03/28	1
324-00020	2019/03/29	4
324-00020	2019/03/30	1
324-00020	2019/04/02	1
324-00020	2019/04/03	2
324-00020	2019/04/05	2
324-00020	2019/04/08	2
324-00020	2019/04/09	1
324-00020	2019/04/13	1
324-00020	2019/04/16	2
324-00020	2019/04/20	1
324-00020	2019/04/23	1
324-00020	2019/04/25	3
324-00020	2019/04/30	1
324-00020	2019/05/03	3
324-00020	2019/05/04	1
324-00020	2019/05/07	1
324-00020	2019/05/08	1
324-00020	2019/05/10	1
324-00020	2019/05/18	3
324-00020	2019/05/25	1
324-00020	2019/05/29	2
324-00020	2019/05/30	2
324-00020	2019/05/31	2
324-00020	2019/06/03	4
324-00020	2019/06/04	2
324-00020	2019/06/05	2
324-00020	2019/06/11	2
324-00020	2019/06/12	2
324-00020	2019/06/13	2
324-00020	2019/06/14	3
324-00020	2019/06/17	2
324-00020	2019/06/18	2
324-00020	2019/06/19	2
324-00020	2019/06/20	2
324-00020	2019/06/21	2
324-00020	2019/06/24	5
324-00020	2019/06/25	2
324-00020	2019/06/26	1
324-00020	2019/06/29	1
324-00020	2019/07/01	3
324-00020	2019/07/02	2
324-00020	2019/07/06	1
324-00020	2019/07/11	1
324-00020	2019/07/22	1
324-00020	2019/07/23	2
324-00020	2019/07/24	1
324-00020	2019/07/26	2
324-00020	2019/07/27	2
324-00020	2019/07/30	2
324-00020	2019/08/02	2
324-00020	2019/08/03	2
324-00020	2019/08/07	2
324-00020	2019/08/08	2
324-00020	2019/08/09	1
324-00020	2019/08/12	1
324-00020	2019/08/23	3
324-00020	2019/08/24	2
324-00020	2019/08/30	1
324-00020	2019/08/31	1
324-00020	2019/09/04	1
324-00020	2019/09/06	2
324-00020	2019/09/07	1
324-00020	2019/09/09	1
324-00020	2019/09/11	1
324-00020	2019/09/16	2
324-00020	2019/09/17	1
324-00020	2019/09/18	1
324-00020	2019/09/20	1
324-00030	2017/01/03	3
324-00030	2017/01/05	3
324-00030	2017/01/06	2
324-00030	2017/01/07	2
324-00030	2017/01/09	4
324-00030	2017/01/13	2
324-00030	2017/01/16	2
324-00030	2017/01/18	2
324-00030	2017/01/20	2
324-00030	2017/01/24	1
324-00030	2017/01/25	1
324-00030	2017/01/26	1
324-00030	2017/01/27	1
324-00030	2017/01/30	1
324-00030	2017/01/31	2
324-00030	2017/02/01	2
324-00030	2017/02/02	2
324-00030	2017/02/04	4
324-00030	2017/02/06	4
324-00030	2017/02/08	2
324-00030	2017/02/09	1
324-00030	2017/02/10	2
324-00030	2017/02/11	1
324-00030	2017/02/13	2
324-00030	2017/02/14	1
324-00030	2017/02/15	1
324-00030	2017/02/16	1
324-00030	2017/02/21	2
324-00030	2017/02/22	3
324-00030	2017/02/24	1
324-00030	2017/02/27	4
324-00030	2017/02/28	1
324-00030	2017/03/01	1
324-00030	2017/03/03	2
324-00030	2017/03/04	3
324-00030	2017/03/06	2
324-00030	2017/03/07	3
324-00030	2017/03/08	3
324-00030	2017/03/09	2
324-00030	2017/03/10	1
324-00030	2017/03/13	2
324-00030	2017/03/14	3
324-00030	2017/03/15	1
324-00030	2017/03/16	1
324-00030	2017/03/18	2
324-00030	2017/03/20	4
324-00030	2017/03/22	1
324-00030	2017/03/23	2
324-00030	2017/03/25	2
324-00030	2017/03/27	2
324-00030	2017/03/30	2
324-00030	2017/04/03	2
324-00030	2017/04/05	2
324-00030	2017/04/06	2
324-00030	2017/04/07	3
324-00030	2017/04/08	1
324-00030	2017/04/11	1
324-00030	2017/04/12	1
324-00030	2017/04/13	1
324-00030	2017/04/17	2
324-00030	2017/04/19	1
324-00030	2017/04/20	1
324-00030	2017/04/21	1
324-00030	2017/04/24	1
324-00030	2017/04/26	1
324-00030	2017/04/27	1
324-00030	2017/05/03	2
324-00030	2017/05/04	1
324-00030	2017/05/05	1
324-00030	2017/05/08	1
324-00030	2017/05/12	1
324-00030	2017/05/15	2
324-00030	2017/05/16	2
324-00030	2017/05/19	2
324-00030	2017/05/20	2
324-00030	2017/05/23	1
324-00030	2017/05/24	1
324-00030	2017/05/26	1
324-00030	2017/05/27	2
324-00030	2017/05/31	3
324-00030	2017/06/02	1
324-00030	2017/06/05	1
324-00030	2017/06/06	1
324-00030	2017/06/09	1
324-00030	2017/06/12	1
324-00030	2017/06/14	3
324-00030	2017/06/15	2
324-00030	2017/06/17	1
324-00030	2017/06/19	1
324-00030	2017/06/21	1
324-00030	2017/06/23	1
324-00030	2017/06/24	1
324-00030	2017/06/26	1
324-00030	2017/06/27	1
324-00030	2017/06/28	3
324-00030	2017/06/30	2
324-00030	2017/07/05	4
324-00030	2017/07/10	1
324-00030	2017/07/13	1
324-00030	2017/07/17	1
324-00030	2017/07/19	1
324-00030	2017/07/20	1
324-00030	2017/07/21	2
324-00030	2017/07/22	1
324-00030	2017/07/24	1
324-00030	2017/07/26	1
324-00030	2017/07/28	3
324-00030	2017/08/01	1
324-00030	2017/08/02	1
324-00030	2017/08/04	1
324-00030	2017/08/05	1
324-00030	2017/08/07	2
324-00030	2017/08/09	3
324-00030	2017/08/10	1
324-00030	2017/08/11	1
324-00030	2017/08/14	3
324-00030	2017/08/16	1
324-00030	2017/08/19	2
324-00030	2017/08/22	2
324-00030	2017/08/23	2
324-00030	2017/08/24	1
324-00030	2017/08/29	1
324-00030	2017/08/30	2
324-00030	2017/08/31	1
324-00030	2017/09/01	1
324-00030	2017/09/04	1
324-00030	2017/09/05	2
324-00030	2017/09/06	1
324-00030	2017/09/11	1
324-00030	2017/09/16	1
324-00030	2017/09/20	1
324-00030	2017/09/22	2
324-00030	2017/09/23	1
324-00030	2017/09/25	2
324-00030	2017/09/27	2
324-00030	2017/09/28	1
324-00030	2017/09/29	1
324-00030	2017/10/03	1
324-00030	2017/10/04	1
324-00030	2017/10/06	1
324-00030	2017/10/11	1
324-00030	2017/10/12	3
324-00030	2017/10/14	1
324-00030	2017/10/18	1
324-00030	2017/10/19	1
324-00030	2017/10/20	3
324-00030	2017/10/23	1
324-00030	2017/10/27	3
324-00030	2017/10/28	1
324-00030	2017/10/30	2
324-00030	2017/11/01	1
324-00030	2017/11/02	1
324-00030	2017/11/03	1
324-00030	2017/11/04	1
324-00030	2017/11/08	2
324-00030	2017/11/10	2
324-00030	2017/11/11	1
324-00030	2017/11/15	1
324-00030	2017/11/16	2
324-00030	2017/11/18	1
324-00030	2017/11/22	2
324-00030	2017/11/29	1
324-00030	2017/11/30	2
324-00030	2017/12/02	2
324-00030	2017/12/04	2
324-00030	2017/12/05	1
324-00030	2017/12/07	2
324-00030	2017/12/08	1
324-00030	2017/12/09	1
324-00030	2017/12/11	2
324-00030	2017/12/15	2
324-00030	2017/12/16	1
324-00030	2017/12/20	2
324-00030	2017/12/21	2
324-00030	2017/12/22	1
324-00030	2017/12/28	1
324-00030	2018/01/04	4
324-00030	2018/01/08	1
324-00030	2018/01/09	1
324-00030	2018/01/11	1
324-00030	2018/01/12	1
324-00030	2018/01/17	3
324-00030	2018/01/18	1
324-00030	2018/01/29	3
324-00030	2018/01/31	1
324-00030	2018/02/01	2
324-00030	2018/02/05	1
324-00030	2018/02/06	3
324-00030	2018/02/07	1
324-00030	2018/02/13	3
324-00030	2018/02/14	2
324-00030	2018/02/16	3
324-00030	2018/02/19	4
324-00030	2018/02/20	2
324-00030	2018/02/22	1
324-00030	2018/02/24	1
324-00030	2018/02/26	1
324-00030	2018/02/28	1
324-00030	2018/03/02	2
324-00030	2018/03/03	1
324-00030	2018/03/05	3
324-00030	2018/03/06	5
324-00030	2018/03/07	1
324-00030	2018/03/08	1
324-00030	2018/03/10	1
324-00030	2018/03/12	1
324-00030	2018/03/14	2
324-00030	2018/03/17	2
324-00030	2018/03/21	1
324-00030	2018/03/23	1
324-00030	2018/03/26	1
324-00030	2018/03/31	1
324-00030	2018/04/03	1
324-00030	2018/04/07	4
324-00030	2018/04/10	3
324-00030	2018/04/11	2
324-00030	2018/04/14	2
324-00030	2018/04/25	1
324-00030	2018/05/09	1
324-00030	2018/05/10	1
324-00030	2018/05/12	1
324-00030	2018/05/15	3
324-00030	2018/05/16	1
324-00030	2018/05/18	1
324-00030	2018/05/21	1
324-00030	2018/05/22	1
324-00030	2018/05/23	2
324-00030	2018/05/30	5
324-00030	2018/06/03	3
324-00030	2018/06/05	1
324-00030	2018/06/06	2
324-00030	2018/06/27	1
324-00030	2018/06/29	2
324-00030	2018/06/30	1
324-00030	2018/07/02	1
324-00030	2018/07/07	1
324-00030	2018/07/10	1
324-00030	2018/07/11	1
324-00030	2018/07/12	2
324-00030	2018/07/13	1
324-00030	2018/07/16	1
324-00030	2018/07/18	2
324-00030	2018/07/21	1
324-00030	2018/07/23	3
324-00030	2018/07/24	1
324-00030	2018/07/25	1
324-00030	2018/07/26	1
324-00030	2018/07/28	2
324-00030	2018/07/31	1
324-00030	2018/08/01	5
324-00030	2018/08/02	2
324-00030	2018/08/04	1
324-00030	2018/08/06	1
324-00030	2018/08/07	1
324-00030	2018/08/08	1
324-00030	2018/08/10	1
324-00030	2018/08/11	1
324-00030	2018/08/13	2
324-00030	2018/08/14	1
324-00030	2018/08/17	3
324-00030	2018/08/18	1
324-00030	2018/08/22	1
324-00030	2018/08/28	2
324-00030	2018/08/30	1
324-00030	2018/08/31	1
324-00030	2018/09/03	7
324-00030	2018/09/04	1
324-00030	2018/09/05	4
324-00030	2018/09/06	3
324-00030	2018/09/11	2
324-00030	2018/09/12	3
324-00030	2018/09/13	1
324-00030	2018/09/14	1
324-00030	2018/09/15	1
324-00030	2018/09/19	3
324-00030	2018/09/21	1
324-00030	2018/09/22	2
324-00030	2018/09/25	2
324-00030	2018/09/26	1
324-00030	2018/09/27	1
324-00030	2018/10/02	1
324-00030	2018/10/03	1
324-00030	2018/10/06	1
324-00030	2018/10/11	1
324-00030	2018/10/13	2
324-00030	2018/10/16	2
324-00030	2018/10/17	1
324-00030	2018/10/20	1
324-00030	2018/10/22	1
324-00030	2018/10/23	4
324-00030	2018/10/27	1
324-00030	2018/11/03	1
324-00030	2018/11/07	2
324-00030	2018/11/09	1
324-00030	2018/11/10	2
324-00030	2018/11/13	2
324-00030	2018/11/14	6
324-00030	2018/11/15	3
324-00030	2018/11/16	2
324-00030	2018/11/19	1
324-00030	2018/11/20	3
324-00030	2018/11/21	2
324-00030	2018/11/26	2
324-00030	2018/11/29	1
324-00030	2018/11/30	4
324-00030	2018/12/01	1
324-00030	2018/12/04	1
324-00030	2018/12/06	1
324-00030	2018/12/08	1
324-00030	2018/12/11	1
324-00030	2018/12/12	1
324-00030	2018/12/14	2
324-00030	2018/12/19	1
324-00030	2018/12/20	1
324-00030	2018/12/26	4
324-00030	2018/12/29	1
324-00030	2019/01/02	1
324-00030	2019/01/03	1
324-00030	2019/01/12	2
324-00030	2019/01/18	1
324-00030	2019/01/21	1
324-00030	2019/01/23	1
324-00030	2019/01/28	1
324-00030	2019/01/31	1
324-00030	2019/02/02	2
324-00030	2019/02/04	8
324-00030	2019/02/07	2
324-00030	2019/02/08	1
324-00030	2019/02/09	2
324-00030	2019/02/12	1
324-00030	2019/02/13	1
324-00030	2019/02/15	2
324-00030	2019/02/19	8
324-00030	2019/02/21	1
324-00030	2019/02/22	1
324-00030	2019/02/27	1
324-00030	2019/03/01	1
324-00030	2019/03/02	4
324-00030	2019/03/06	2
324-00030	2019/03/08	1
324-00030	2019/03/09	1
324-00030	2019/03/11	1
324-00030	2019/03/12	1
324-00030	2019/03/13	2
324-00030	2019/03/16	2
324-00030	2019/03/18	1
324-00030	2019/03/30	1
324-00030	2019/04/02	1
324-00030	2019/04/06	1
324-00030	2019/04/09	2
324-00030	2019/04/10	1
324-00030	2019/04/12	1
324-00030	2019/04/15	1
324-00030	2019/04/16	4
324-00030	2019/04/17	1
324-00030	2019/04/18	2
324-00030	2019/04/20	2
324-00030	2019/04/22	1
324-00030	2019/04/23	1
324-00030	2019/04/24	1
324-00030	2019/04/27	2
324-00030	2019/04/29	2
324-00030	2019/05/01	1
324-00030	2019/05/02	1
324-00030	2019/05/06	1
324-00030	2019/05/09	2
324-00030	2019/05/11	1
324-00030	2019/05/17	1
324-00030	2019/05/18	1
324-00030	2019/05/20	1
324-00030	2019/05/21	1
324-00030	2019/05/23	2
324-00030	2019/05/27	1
324-00030	2019/05/28	2
324-00030	2019/05/29	1
324-00030	2019/05/30	1
324-00030	2019/06/01	1
324-00030	2019/06/05	2
324-00030	2019/06/07	1
324-00030	2019/06/12	1
324-00030	2019/06/13	1
324-00030	2019/06/19	3
324-00030	2019/06/20	2
324-00030	2019/06/22	2
324-00030	2019/06/24	2
324-00030	2019/06/28	1
324-00030	2019/07/01	1
324-00030	2019/07/03	2
324-00030	2019/07/10	1
324-00030	2019/07/13	3
324-00030	2019/07/20	2
324-00030	2019/07/24	3
324-00030	2019/07/26	2
324-00030	2019/07/29	2
324-00030	2019/07/31	1
324-00030	2019/08/03	1
324-00030	2019/08/06	2
324-00030	2019/08/07	1
324-00030	2019/08/08	1
324-00030	2019/08/14	2
324-00030	2019/08/16	1
324-00030	2019/08/17	3
324-00030	2019/08/20	2
324-00030	2019/08/24	1
324-00030	2019/08/28	1
324-00030	2019/08/29	1
324-00030	2019/08/31	1
324-00030	2019/09/03	1
324-00030	2019/09/04	1
324-00030	2019/09/05	2
324-00030	2019/09/09	3
324-00030	2019/09/11	1
324-00030	2019/09/14	1
324-00030	2019/09/20	2
324-00030	2019/09/24	2
324-00030	2019/09/26	1
324-00030	2019/09/30	1
324-00030	2019/10/02	1
324-00030	2019/10/04	1
324-00030	2019/10/05	4
324-00030	2019/10/12	3
324-00030	2019/10/15	1
324-00030	2019/10/17	1
324-00030	2019/10/18	2
324-00030	2019/10/31	1
324-00030	2019/11/01	1
324-00030	2019/11/06	1
324-00030	2019/11/09	3
324-00030	2019/11/16	2
324-00030	2019/11/19	1
324-00030	2019/11/20	1
324-00030	2019/11/22	1
324-00030	2019/11/26	1
324-00030	2019/11/27	1
324-00030	2019/11/30	1
324-00030	2019/12/01	2
324-00030	2019/12/02	1
324-00030	2019/12/05	2
324-00030	2019/12/07	1
324-00030	2019/12/09	1
324-00030	2019/12/10	2
324-00030	2019/12/14	4
324-00030	2019/12/16	1
324-00030	2019/12/18	1
324-00030	2019/12/21	1
324-00030	2019/12/23	3
324-00030	2019/12/26	1
324-00030	2019/12/27	2
324-00030	2019/12/28	2
324-00030	2019/12/30	1
324-00030	2020/01/02	1
324-00030	2020/01/04	1
324-00030	2020/01/08	1
324-00030	2020/01/09	1
324-00030	2020/01/11	3
324-00030	2020/01/20	2
324-00030	2020/01/23	2
324-00030	2020/01/30	1
324-00030	2020/02/01	4
324-00030	2020/02/05	2
324-00030	2020/02/10	1
324-00030	2020/02/11	1
324-00030	2020/02/19	1
324-00030	2020/02/29	2
324-00030	2020/03/05	1
324-00030	2020/03/07	2
324-00030	2020/03/11	1
324-00030	2020/03/14	1
324-00030	2020/03/16	1
324-00030	2020/03/21	1
324-00030	2020/03/25	1
324-00030	2020/03/27	1
324-00030	2020/04/03	1
324-00030	2020/04/06	1
324-00030	2020/04/15	1
324-00030	2020/04/30	1
324-00030	2020/05/04	1
324-00030	2020/05/05	2
324-00030	2020/05/06	1
324-00030	2020/05/07	1
324-00030	2020/05/08	1
324-00030	2020/05/11	1
324-00030	2020/05/16	1
324-00030	2020/05/20	2
324-00030	2020/05/22	2
324-00030	2020/05/23	1
324-00030	2020/05/27	1
324-00030	2020/05/29	1
324-00030	2020/06/09	2
324-00030	2020/06/13	1
324-00030	2020/06/15	1
324-00030	2020/06/18	2
324-00030	2020/06/19	2
324-00030	2020/07/01	1
324-00030	2020/07/02	1
324-00030	2020/07/07	4
324-00030	2020/07/08	2
324-00030	2020/07/18	1
324-00030	2020/07/24	1
324-00030	2020/07/25	1
324-00030	2020/07/27	2
324-00030	2020/07/28	1
324-00030	2020/07/31	2
324-00030	2020/08/03	2
324-00030	2020/08/06	1
324-00030	2020/08/11	1
324-00030	2020/08/12	1
324-00030	2020/08/14	3
324-00030	2020/08/17	5
324-00030	2020/08/20	1
324-00030	2020/08/21	1
324-00030	2020/08/26	4
324-00030	2020/09/03	1
324-00030	2020/09/05	1
324-00030	2020/09/08	3
324-00030	2020/09/09	3
324-00030	2020/09/16	2
324-00030	2020/09/19	1
324-00030	2020/09/21	2
324-00030	2020/09/22	3
324-00030	2020/10/01	1
324-00030	2020/10/06	1
324-00030	2020/10/08	1
324-00030	2020/10/13	1
324-00030	2020/10/14	2
324-00030	2020/10/15	2
324-00030	2020/10/29	1
324-00030	2020/11/02	1
324-00030	2020/11/07	1
324-00030	2020/11/14	2
324-00030	2020/11/21	1
324-00030	2020/11/23	2
324-00030	2020/11/28	1
324-00030	2020/12/01	2
324-00030	2020/12/10	1
324-00030	2020/12/17	1
324-00030	2021/01/08	3
324-00030	2021/01/09	1
324-00030	2021/01/11	1
324-00030	2021/01/14	1
324-00030	2021/01/23	1
324-00030	2021/01/29	1
324-00030	2021/01/30	1
324-00030	2021/02/10	1
324-00030	2021/02/11	1
324-00030	2021/02/15	1
324-00030	2021/02/16	2
324-00030	2021/03/06	1
324-00030	2021/03/09	1
324-00030	2021/03/19	1
324-00030	2021/03/24	1
324-00030	2021/03/26	1
324-00030	2021/03/30	1
324-00030	2021/03/31	1
324-00030	2021/04/05	1
324-00030	2021/04/06	2
324-00030	2021/04/09	1
324-00030	2021/04/21	2
324-00030	2021/04/26	1
324-00030	2021/04/30	1
324-00030	2021/05/01	1
324-00030	2021/05/07	1
324-00030	2021/05/10	1
324-00030	2021/05/20	5
324-00030	2021/05/21	1
324-00030	2021/05/27	1
324-00030	2021/05/29	2
324-00030	2021/06/07	1
324-00030	2021/06/10	1
324-00030	2021/06/17	1
324-00030	2021/06/18	1
324-00030	2021/06/22	1
324-00030	2021/06/24	1
324-00030	2021/07/05	1
324-00030	2021/07/07	1
324-00030	2021/07/09	1
324-00030	2021/07/13	1
324-00030	2021/07/16	1
324-00030	2021/07/19	2
324-00030	2021/07/20	1
324-00030	2021/07/21	1
324-00030	2021/07/30	1
324-00030	2021/08/03	1
324-00030	2021/08/04	3
324-00030	2021/08/05	1
324-00030	2021/08/06	1
324-00030	2021/08/09	2
324-00030	2021/08/10	2
324-00030	2021/08/12	1
324-00030	2021/09/13	1
324-00030	2021/09/27	1
324-00030	2021/09/30	1
324-00030	2021/10/02	1
324-00030	2021/10/08	1
324-00030	2021/10/12	1
324-00030	2021/10/21	1
324-00030	2021/11/02	1
324-00030	2021/11/05	1
324-00030	2021/11/08	1
324-00030	2021/11/11	1
324-00030	2021/11/16	2
324-00030	2021/11/18	1
324-00030	2021/12/06	1
324-00030	2021/12/08	2
324-00030	2021/12/09	1
324-00030	2021/12/10	1
324-00030	2021/12/13	1
324-00030	2021/12/16	1
324-00030	2021/12/21	1
324-00030	2021/12/29	1
324-00030	2022/01/04	1
324-00030	2022/01/08	2
324-00030	2022/01/10	1
324-00030	2022/01/11	1
324-00030	2022/01/25	1
324-00030	2022/01/28	2
324-00030	2022/02/02	1
324-00030	2022/02/14	1
324-00030	2022/02/24	1
324-00030	2022/02/28	1
324-00030	2022/03/19	2
324-00030	2022/03/21	1
324-00030	2022/03/22	1
324-00030	2022/03/25	1
324-00030	2022/03/26	1
324-00030	2022/04/02	1
324-00030	2022/04/14	1
